result_id,oligo_id,assay_system,endpoint,concentration_um,timepoint_h,replicate_bio,replicate_tech,batch_id,plate_id,cell_donor_id,value_raw,value_normalized,unit,plate_qc_pass,qc_flag,is_anchor
12729,OT-00036,PHH,Caspase_3_7,10.0,24,2,1,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-02,12.872,12.872,% vehicle ctrl,True,pass,0
12730,OT-00036,PHH,Caspase_3_7,10.0,24,2,2,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-02,19.202,19.202,% vehicle ctrl,True,pass,0
12731,OT-00036,PHH,Caspase_3_7,10.0,24,3,1,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-03,19.603,19.603,% vehicle ctrl,True,pass,0
12732,OT-00036,PHH,Caspase_3_7,10.0,24,3,2,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-03,16.158,16.158,% vehicle ctrl,True,pass,0
12733,OT-00036,PHH,Caspase_3_7,50.0,24,1,1,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-01,44.268,44.268,% vehicle ctrl,True,pass,0
12734,OT-00036,PHH,Caspase_3_7,50.0,24,1,2,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-01,46.241,46.241,% vehicle ctrl,True,pass,0
12735,OT-00036,PHH,Caspase_3_7,50.0,24,2,1,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-02,46.588,46.588,% vehicle ctrl,True,pass,0
12736,OT-00036,PHH,Caspase_3_7,50.0,24,2,2,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-02,51.751,51.751,% vehicle ctrl,True,pass,0
12737,OT-00036,PHH,Caspase_3_7,50.0,24,3,1,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-03,45.204,45.204,% vehicle ctrl,True,pass,0
12738,OT-00036,PHH,Caspase_3_7,50.0,24,3,2,BATCH-A,PLT-A-PHH-Cas-0500,DONOR-03,48.144,48.144,% vehicle ctrl,True,pass,0
12739,OT-00036,PHH,Caspase_3_7,100.0,24,1,1,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-01,48.9,48.9,% vehicle ctrl,True,pass,0
12740,OT-00036,PHH,Caspase_3_7,100.0,24,1,2,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-01,51.017,51.017,% vehicle ctrl,True,pass,0
12741,OT-00036,PHH,Caspase_3_7,100.0,24,2,1,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-02,48.281,48.281,% vehicle ctrl,True,pass,0
12742,OT-00036,PHH,Caspase_3_7,100.0,24,2,2,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-02,47.356,47.356,% vehicle ctrl,True,pass,0
12743,OT-00036,PHH,Caspase_3_7,100.0,24,3,1,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-03,49.304,49.304,% vehicle ctrl,True,pass,0
12744,OT-00036,PHH,Caspase_3_7,100.0,24,3,2,BATCH-A,PLT-A-PHH-Cas-1000,DONOR-03,48.698,48.698,% vehicle ctrl,True,pass,0
12745,OT-00036,PBMC,IFNa,0.01,24,1,1,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-01,8.207,8.207,% vehicle ctrl,True,pass,0
12746,OT-00036,PBMC,IFNa,0.01,24,1,2,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-01,5.852,5.852,% vehicle ctrl,True,pass,0
12747,OT-00036,PBMC,IFNa,0.01,24,2,1,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-02,4.157,4.157,% vehicle ctrl,True,pass,0
12748,OT-00036,PBMC,IFNa,0.01,24,2,2,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-02,1.942,1.942,% vehicle ctrl,True,pass,0
12749,OT-00036,PBMC,IFNa,0.01,24,3,1,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-03,5.98,5.98,% vehicle ctrl,True,pass,0
12750,OT-00036,PBMC,IFNa,0.01,24,3,2,BATCH-A,PLT-A-PBM-IFN-0000,DONOR-03,1.663,1.663,% vehicle ctrl,True,pass,0
12751,OT-00036,PBMC,IFNa,0.1,24,1,1,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-01,7.648,7.648,% vehicle ctrl,True,pass,0
12752,OT-00036,PBMC,IFNa,0.1,24,1,2,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-01,3.803,3.803,% vehicle ctrl,True,pass,0
12753,OT-00036,PBMC,IFNa,0.1,24,2,1,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-02,3.389,3.389,% vehicle ctrl,True,pass,0
12754,OT-00036,PBMC,IFNa,0.1,24,2,2,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12755,OT-00036,PBMC,IFNa,0.1,24,3,1,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-03,2.459,2.459,% vehicle ctrl,True,pass,0
12756,OT-00036,PBMC,IFNa,0.1,24,3,2,BATCH-A,PLT-A-PBM-IFN-0001,DONOR-03,0.73,0.73,% vehicle ctrl,True,pass,0
12757,OT-00036,PBMC,IFNa,1.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-01,5.202,5.202,% vehicle ctrl,True,pass,0
12758,OT-00036,PBMC,IFNa,1.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-01,0.534,0.534,% vehicle ctrl,True,pass,0
12759,OT-00036,PBMC,IFNa,1.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-02,5.44,5.44,% vehicle ctrl,True,pass,0
12760,OT-00036,PBMC,IFNa,1.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-02,3.636,3.636,% vehicle ctrl,True,pass,0
12761,OT-00036,PBMC,IFNa,1.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-03,11.36,11.36,% vehicle ctrl,True,pass,0
12762,OT-00036,PBMC,IFNa,1.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0010,DONOR-03,4.208,4.208,% vehicle ctrl,True,pass,0
12763,OT-00036,PBMC,IFNa,10.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-01,9.716,9.716,% vehicle ctrl,True,pass,0
12764,OT-00036,PBMC,IFNa,10.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-01,11.187,11.187,% vehicle ctrl,True,pass,0
12765,OT-00036,PBMC,IFNa,10.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-02,9.313,9.313,% vehicle ctrl,True,pass,0
12766,OT-00036,PBMC,IFNa,10.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-02,14.748,14.748,% vehicle ctrl,True,pass,0
12767,OT-00036,PBMC,IFNa,10.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-03,12.578,12.578,% vehicle ctrl,True,pass,0
12768,OT-00036,PBMC,IFNa,10.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0100,DONOR-03,7.412,7.412,% vehicle ctrl,True,pass,0
12769,OT-00036,PBMC,IFNa,50.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-01,27.338,27.338,% vehicle ctrl,True,pass,0
12770,OT-00036,PBMC,IFNa,50.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-01,35.482,35.482,% vehicle ctrl,True,pass,0
12771,OT-00036,PBMC,IFNa,50.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-02,30.666,30.666,% vehicle ctrl,True,pass,0
12772,OT-00036,PBMC,IFNa,50.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-02,28.242,28.242,% vehicle ctrl,True,pass,0
12773,OT-00036,PBMC,IFNa,50.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-03,26.297,26.297,% vehicle ctrl,True,pass,0
12774,OT-00036,PBMC,IFNa,50.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-0500,DONOR-03,26.948,26.948,% vehicle ctrl,True,pass,0
12775,OT-00036,PBMC,IFNa,100.0,24,1,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-01,33.186,33.186,% vehicle ctrl,True,pass,0
12776,OT-00036,PBMC,IFNa,100.0,24,1,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-01,38.032,38.032,% vehicle ctrl,True,pass,0
12777,OT-00036,PBMC,IFNa,100.0,24,2,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-02,40.127,40.127,% vehicle ctrl,True,pass,0
12778,OT-00036,PBMC,IFNa,100.0,24,2,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-02,37.193,37.193,% vehicle ctrl,True,pass,0
12779,OT-00036,PBMC,IFNa,100.0,24,3,1,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-03,38.24,38.24,% vehicle ctrl,True,pass,0
12780,OT-00036,PBMC,IFNa,100.0,24,3,2,BATCH-A,PLT-A-PBM-IFN-1000,DONOR-03,38.138,38.138,% vehicle ctrl,True,pass,0
12781,OT-00036,PBMC,IL6,0.01,24,1,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-01,7.08,7.08,% vehicle ctrl,True,pass,0
12782,OT-00036,PBMC,IL6,0.01,24,1,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-01,6.936,6.936,% vehicle ctrl,True,pass,0
12783,OT-00036,PBMC,IL6,0.01,24,2,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-02,1.882,1.882,% vehicle ctrl,True,pass,0
12784,OT-00036,PBMC,IL6,0.01,24,2,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-02,8.289,8.289,% vehicle ctrl,True,pass,0
12785,OT-00036,PBMC,IL6,0.01,24,3,1,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-03,5.566,5.566,% vehicle ctrl,True,pass,0
12786,OT-00036,PBMC,IL6,0.01,24,3,2,BATCH-A,PLT-A-PBM-IL6-0000,DONOR-03,4.594,4.594,% vehicle ctrl,True,pass,0
12787,OT-00036,PBMC,IL6,0.1,24,1,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-01,2.263,2.263,% vehicle ctrl,True,pass,0
12788,OT-00036,PBMC,IL6,0.1,24,1,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-01,9.173,9.173,% vehicle ctrl,True,pass,0
12789,OT-00036,PBMC,IL6,0.1,24,2,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-02,8.78,8.78,% vehicle ctrl,True,pass,0
12790,OT-00036,PBMC,IL6,0.1,24,2,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-02,4.404,4.404,% vehicle ctrl,True,pass,0
12791,OT-00036,PBMC,IL6,0.1,24,3,1,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-03,7.284,7.284,% vehicle ctrl,True,pass,0
12792,OT-00036,PBMC,IL6,0.1,24,3,2,BATCH-A,PLT-A-PBM-IL6-0001,DONOR-03,7.843,7.843,% vehicle ctrl,True,pass,0
12793,OT-00036,PBMC,IL6,1.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-01,7.124,7.124,% vehicle ctrl,True,pass,0
12794,OT-00036,PBMC,IL6,1.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-01,10.968,10.968,% vehicle ctrl,True,pass,0
12795,OT-00036,PBMC,IL6,1.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-02,10.881,10.881,% vehicle ctrl,True,pass,0
12796,OT-00036,PBMC,IL6,1.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-02,2.77,2.77,% vehicle ctrl,True,pass,0
12797,OT-00036,PBMC,IL6,1.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-03,9.966,9.966,% vehicle ctrl,True,pass,0
12798,OT-00036,PBMC,IL6,1.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0010,DONOR-03,6.2,6.2,% vehicle ctrl,True,pass,0
12799,OT-00036,PBMC,IL6,10.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-01,21.2,21.2,% vehicle ctrl,True,pass,0
12800,OT-00036,PBMC,IL6,10.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-01,18.153,18.153,% vehicle ctrl,True,pass,0
12801,OT-00036,PBMC,IL6,10.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-02,24.133,24.133,% vehicle ctrl,True,pass,0
12802,OT-00036,PBMC,IL6,10.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-02,22.731,22.731,% vehicle ctrl,True,pass,0
12803,OT-00036,PBMC,IL6,10.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-03,22.072,22.072,% vehicle ctrl,True,pass,0
12804,OT-00036,PBMC,IL6,10.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0100,DONOR-03,26.153,26.153,% vehicle ctrl,True,pass,0
12805,OT-00036,PBMC,IL6,50.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-01,56.592,56.592,% vehicle ctrl,True,pass,0
12806,OT-00036,PBMC,IL6,50.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-01,48.481,48.481,% vehicle ctrl,True,pass,0
12807,OT-00036,PBMC,IL6,50.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-02,47.941,47.941,% vehicle ctrl,True,pass,0
12808,OT-00036,PBMC,IL6,50.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-02,48.721,48.721,% vehicle ctrl,True,pass,0
12809,OT-00036,PBMC,IL6,50.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-03,44.28,44.28,% vehicle ctrl,True,pass,0
12810,OT-00036,PBMC,IL6,50.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-0500,DONOR-03,44.553,44.553,% vehicle ctrl,True,pass,0
12811,OT-00036,PBMC,IL6,100.0,24,1,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-01,52.631,52.631,% vehicle ctrl,True,pass,0
12812,OT-00036,PBMC,IL6,100.0,24,1,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-01,55.482,55.482,% vehicle ctrl,True,pass,0
12813,OT-00036,PBMC,IL6,100.0,24,2,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-02,56.752,56.752,% vehicle ctrl,True,pass,0
12814,OT-00036,PBMC,IL6,100.0,24,2,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-02,59.222,59.222,% vehicle ctrl,True,pass,0
12815,OT-00036,PBMC,IL6,100.0,24,3,1,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-03,56.004,56.004,% vehicle ctrl,True,pass,0
12816,OT-00036,PBMC,IL6,100.0,24,3,2,BATCH-A,PLT-A-PBM-IL6-1000,DONOR-03,58.859,58.859,% vehicle ctrl,True,pass,0
12817,OT-00036,PBMC,TNFa,0.01,24,1,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-01,2.283,2.283,% vehicle ctrl,True,pass,0
12818,OT-00036,PBMC,TNFa,0.01,24,1,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-01,0.144,0.144,% vehicle ctrl,True,pass,0
12819,OT-00036,PBMC,TNFa,0.01,24,2,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-02,4.988,4.988,% vehicle ctrl,True,pass,0
12820,OT-00036,PBMC,TNFa,0.01,24,2,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12821,OT-00036,PBMC,TNFa,0.01,24,3,1,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-03,0.468,0.468,% vehicle ctrl,True,pass,0
12822,OT-00036,PBMC,TNFa,0.01,24,3,2,BATCH-A,PLT-A-PBM-TNF-0000,DONOR-03,2.662,2.662,% vehicle ctrl,True,pass,0
12823,OT-00036,PBMC,TNFa,0.1,24,1,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-01,4.194,4.194,% vehicle ctrl,True,pass,0
12824,OT-00036,PBMC,TNFa,0.1,24,1,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-01,3.736,3.736,% vehicle ctrl,True,pass,0
12825,OT-00036,PBMC,TNFa,0.1,24,2,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12826,OT-00036,PBMC,TNFa,0.1,24,2,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12827,OT-00036,PBMC,TNFa,0.1,24,3,1,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-03,1.959,1.959,% vehicle ctrl,True,pass,0
12828,OT-00036,PBMC,TNFa,0.1,24,3,2,BATCH-A,PLT-A-PBM-TNF-0001,DONOR-03,1.166,1.166,% vehicle ctrl,True,pass,0
12829,OT-00036,PBMC,TNFa,1.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-01,0.0,0.0,% vehicle ctrl,True,pass,0
12830,OT-00036,PBMC,TNFa,1.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-01,0.0,0.0,% vehicle ctrl,True,pass,0
12831,OT-00036,PBMC,TNFa,1.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12832,OT-00036,PBMC,TNFa,1.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,0
12833,OT-00036,PBMC,TNFa,1.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-03,0.0,0.0,% vehicle ctrl,True,pass,0
12834,OT-00036,PBMC,TNFa,1.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0010,DONOR-03,0.262,0.262,% vehicle ctrl,True,pass,0
12835,OT-00036,PBMC,TNFa,10.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-01,3.851,3.851,% vehicle ctrl,True,pass,0
12836,OT-00036,PBMC,TNFa,10.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-01,5.131,5.131,% vehicle ctrl,True,pass,0
12837,OT-00036,PBMC,TNFa,10.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-02,2.153,2.153,% vehicle ctrl,True,pass,0
12838,OT-00036,PBMC,TNFa,10.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-02,7.902,7.902,% vehicle ctrl,True,pass,0
12839,OT-00036,PBMC,TNFa,10.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-03,7.022,7.022,% vehicle ctrl,True,pass,0
12840,OT-00036,PBMC,TNFa,10.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0100,DONOR-03,5.101,5.101,% vehicle ctrl,True,pass,0
12841,OT-00036,PBMC,TNFa,50.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-01,61.336,61.336,% vehicle ctrl,True,pass,0
12842,OT-00036,PBMC,TNFa,50.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-01,55.601,55.601,% vehicle ctrl,True,pass,0
12843,OT-00036,PBMC,TNFa,50.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-02,54.462,54.462,% vehicle ctrl,True,pass,0
12844,OT-00036,PBMC,TNFa,50.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-02,58.414,58.414,% vehicle ctrl,True,pass,0
12845,OT-00036,PBMC,TNFa,50.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-03,55.519,55.519,% vehicle ctrl,True,pass,0
12846,OT-00036,PBMC,TNFa,50.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-0500,DONOR-03,53.932,53.932,% vehicle ctrl,True,pass,0
12847,OT-00036,PBMC,TNFa,100.0,24,1,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-01,68.811,68.811,% vehicle ctrl,True,pass,0
12848,OT-00036,PBMC,TNFa,100.0,24,1,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-01,72.391,72.391,% vehicle ctrl,True,pass,0
12849,OT-00036,PBMC,TNFa,100.0,24,2,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-02,66.282,66.282,% vehicle ctrl,True,pass,0
12850,OT-00036,PBMC,TNFa,100.0,24,2,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-02,73.374,73.374,% vehicle ctrl,True,pass,0
12851,OT-00036,PBMC,TNFa,100.0,24,3,1,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-03,69.394,69.394,% vehicle ctrl,True,pass,0
12852,OT-00036,PBMC,TNFa,100.0,24,3,2,BATCH-A,PLT-A-PBM-TNF-1000,DONOR-03,69.556,69.556,% vehicle ctrl,True,pass,0
12853,OT-00036,PBMC,C3a,0.01,24,1,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-01,8.991,8.991,% vehicle ctrl,True,pass,0
12854,OT-00036,PBMC,C3a,0.01,24,1,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-01,2.976,2.976,% vehicle ctrl,True,pass,0
12855,OT-00036,PBMC,C3a,0.01,24,2,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-02,7.002,7.002,% vehicle ctrl,True,pass,0
12856,OT-00036,PBMC,C3a,0.01,24,2,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-02,3.995,3.995,% vehicle ctrl,True,pass,0
12857,OT-00036,PBMC,C3a,0.01,24,3,1,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-03,0.567,0.567,% vehicle ctrl,True,pass,0
12858,OT-00036,PBMC,C3a,0.01,24,3,2,BATCH-A,PLT-A-PBM-C3a-0000,DONOR-03,9.48,9.48,% vehicle ctrl,True,pass,0
12859,OT-00036,PBMC,C3a,0.1,24,1,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-01,0.317,0.317,% vehicle ctrl,True,pass,0
12860,OT-00036,PBMC,C3a,0.1,24,1,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-01,2.279,2.279,% vehicle ctrl,True,pass,0
12861,OT-00036,PBMC,C3a,0.1,24,2,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-02,9.688,9.688,% vehicle ctrl,True,pass,0
12862,OT-00036,PBMC,C3a,0.1,24,2,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-02,4.398,4.398,% vehicle ctrl,True,pass,0
12863,OT-00036,PBMC,C3a,0.1,24,3,1,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-03,1.451,1.451,% vehicle ctrl,True,pass,0
12864,OT-00036,PBMC,C3a,0.1,24,3,2,BATCH-A,PLT-A-PBM-C3a-0001,DONOR-03,3.856,3.856,% vehicle ctrl,True,pass,0
12865,OT-00036,PBMC,C3a,1.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-01,5.528,5.528,% vehicle ctrl,True,pass,0
12866,OT-00036,PBMC,C3a,1.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-01,2.773,2.773,% vehicle ctrl,True,pass,0
12867,OT-00036,PBMC,C3a,1.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-02,8.171,8.171,% vehicle ctrl,True,pass,0
12868,OT-00036,PBMC,C3a,1.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-02,1.669,1.669,% vehicle ctrl,True,pass,0
12869,OT-00036,PBMC,C3a,1.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-03,0.0,0.0,% vehicle ctrl,True,pass,0
12870,OT-00036,PBMC,C3a,1.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0010,DONOR-03,6.624,6.624,% vehicle ctrl,True,pass,0
12871,OT-00036,PBMC,C3a,10.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-01,7.632,7.632,% vehicle ctrl,True,pass,0
12872,OT-00036,PBMC,C3a,10.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-01,10.937,10.937,% vehicle ctrl,True,pass,0
12873,OT-00036,PBMC,C3a,10.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-02,6.665,6.665,% vehicle ctrl,True,pass,0
12874,OT-00036,PBMC,C3a,10.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-02,9.252,9.252,% vehicle ctrl,True,pass,0
12875,OT-00036,PBMC,C3a,10.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-03,6.613,6.613,% vehicle ctrl,True,pass,0
12876,OT-00036,PBMC,C3a,10.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0100,DONOR-03,7.334,7.334,% vehicle ctrl,True,pass,0
12877,OT-00036,PBMC,C3a,50.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-01,50.745,50.745,% vehicle ctrl,True,pass,0
12878,OT-00036,PBMC,C3a,50.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-01,52.589,52.589,% vehicle ctrl,True,pass,0
12879,OT-00036,PBMC,C3a,50.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-02,55.744,55.744,% vehicle ctrl,True,pass,0
12880,OT-00036,PBMC,C3a,50.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-02,60.473,60.473,% vehicle ctrl,True,pass,0
12881,OT-00036,PBMC,C3a,50.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-03,58.544,58.544,% vehicle ctrl,True,pass,0
12882,OT-00036,PBMC,C3a,50.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-0500,DONOR-03,52.316,52.316,% vehicle ctrl,True,pass,0
12883,OT-00036,PBMC,C3a,100.0,24,1,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-01,68.597,68.597,% vehicle ctrl,True,pass,0
12884,OT-00036,PBMC,C3a,100.0,24,1,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-01,66.289,66.289,% vehicle ctrl,True,pass,0
12885,OT-00036,PBMC,C3a,100.0,24,2,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-02,68.964,68.964,% vehicle ctrl,True,pass,0
12886,OT-00036,PBMC,C3a,100.0,24,2,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-02,67.307,67.307,% vehicle ctrl,True,pass,0
12887,OT-00036,PBMC,C3a,100.0,24,3,1,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-03,68.01,68.01,% vehicle ctrl,True,pass,0
12888,OT-00036,PBMC,C3a,100.0,24,3,2,BATCH-A,PLT-A-PBM-C3a-1000,DONOR-03,65.578,65.578,% vehicle ctrl,True,pass,0
12889,OT-00036,PBMC,C5a,0.01,24,1,1,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-01,14.428,14.428,% vehicle ctrl,True,pass,0
12890,OT-00036,PBMC,C5a,0.01,24,1,2,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-01,8.583,8.583,% vehicle ctrl,True,pass,0
12891,OT-00036,PBMC,C5a,0.01,24,2,1,BATCH-A,PLT-A-PBM-C5a-0000,DONOR-02,14.752,14.752,% vehicle ctrl,True,pass,0
